video_id,detector_score,n_frames,label
Celeb-synthesis__FaceSwap__BlendFace__id6_id0_0001__2e0b6a38,0.4197772052139044,32,1
Celeb-synthesis__FaceSwap__BlendFace__id8_id3_0008__d6eac4ea,0.36892124079167843,32,1
Celeb-synthesis__FaceSwap__BlendFace__id9_id20_0002__cfe50f89,0.338316367007792,32,1
Celeb-synthesis__FaceSwap__BlendFace__id9_id4_0000__f0dac336,0.2065883264876902,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id16_id35_0000__308bc925,0.3884519534185529,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id20_id28_0003__6ecc355b,0.36664272379130125,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id20_id3_0009__83719a18,0.23241441429127008,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id23_id27_0000__4a141e3e,0.45510038174688816,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id2_id30_0000__8318ba5b,0.395793154835701,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id31_id6_0003__440a29c3,0.4973160941153765,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id32_id21_0007__b22c1049,0.311820182017982,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id32_id37_0009__0f8c2c05,0.28736972203478217,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id34_id38_0002__4abfc322,0.22366828611120582,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id37_id29_0005__03f28283,0.54453413374722,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id38_id20_0000__c9eea163,0.17930963705293834,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id47_id39_0002__fb5f438d,0.47365888487547636,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id4_id2_0004__fa16c28c,0.35148112243041396,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id50_id56_0000__d849d5e0,0.16621453478001058,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id57_id54_0007__e46c63cc,0.28852435387670994,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id6_id1_0009__996167d1,0.23590335249900818,32,1
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id9_id37_0006__2294cd73,0.3252878705970943,32,1
Celeb-synthesis__FaceSwap__GHOST__id11_id7_0003__926b1646,0.3439803631044924,32,1
Celeb-synthesis__FaceSwap__GHOST__id17_id28_0001__97bd566d,0.21470552450045943,32,1
Celeb-synthesis__FaceSwap__GHOST__id21_id16_0000__334dbd73,0.28862983640283346,32,1
Celeb-synthesis__FaceSwap__GHOST__id21_id19_0007__eb61d230,0.3978564003482461,32,1
Celeb-synthesis__FaceSwap__GHOST__id23_id19_0009__b3b6e276,0.30512629356235266,32,1
Celeb-synthesis__FaceSwap__GHOST__id24_id23_0009__2bd974c6,0.2854103450663388,32,1
Celeb-synthesis__FaceSwap__GHOST__id28_id0_0007__c7d5a80b,0.5322860544547439,32,1
Celeb-synthesis__FaceSwap__GHOST__id30_id16_0009__e4233413,0.40706087928265333,32,1
Celeb-synthesis__FaceSwap__GHOST__id35_id17_0009__2217b5cf,0.4557049507275224,32,1
Celeb-synthesis__FaceSwap__GHOST__id35_id20_0000__bbc66652,0.3067054273560643,32,1
Celeb-synthesis__FaceSwap__GHOST__id3_id37_0004__b55bff33,0.3452051472850144,32,1
Celeb-synthesis__FaceSwap__GHOST__id40_id47_0006__bc2fd83b,0.34824406914412975,32,1
Celeb-synthesis__FaceSwap__GHOST__id45_id41_0000__51ee4227,0.2304678673390299,32,1
Celeb-synthesis__FaceSwap__GHOST__id4_id30_0005__1f287fb8,0.45632538478821516,32,1
Celeb-synthesis__FaceSwap__GHOST__id51_id54_0005__3fccc74c,0.2555417395196855,32,1
Celeb-synthesis__FaceSwap__GHOST__id53_id56_0002__2a6903c3,0.3691746876575053,32,1
Celeb-synthesis__FaceSwap__GHOST__id53_id58_0006__968b47d6,0.3146958318538964,32,1
Celeb-synthesis__FaceSwap__HifiFace__id16_id35_0005__6c2073b4,0.24818069208413363,32,1
Celeb-synthesis__FaceSwap__HifiFace__id17_id1_0001__eed12866,0.2573736887425184,32,1
Celeb-synthesis__FaceSwap__HifiFace__id17_id9_0001__2123dfe5,0.2512800660915673,32,1
Celeb-synthesis__FaceSwap__HifiFace__id1_id23_0006__682444db,0.22288891184143722,32,1
Celeb-synthesis__FaceSwap__HifiFace__id24_id19_0005__76414daf,0.22752218414098024,32,1
Celeb-synthesis__FaceSwap__HifiFace__id26_id2_0005__34fde766,0.2485499489121139,32,1
Celeb-synthesis__FaceSwap__HifiFace__id26_id30_0006__88e734e4,0.2855256018228829,32,1
Celeb-synthesis__FaceSwap__HifiFace__id28_id29_0003__baa15d76,0.22813293477520347,32,1
Celeb-synthesis__FaceSwap__HifiFace__id30_id31_0000__bc3ec380,0.30970414727926254,32,1
Celeb-synthesis__FaceSwap__HifiFace__id32_id26_0000__6f0c09ae,0.26236410113051534,32,1
Celeb-synthesis__FaceSwap__HifiFace__id34_id30_0002__9077bfe5,0.25625336915254593,32,1
Celeb-synthesis__FaceSwap__HifiFace__id35_id2_0002__dd41fc56,0.23082852992229164,32,1
Celeb-synthesis__FaceSwap__HifiFace__id37_id6_0003__6494f22f,0.17026927904225886,32,1
Celeb-synthesis__FaceSwap__HifiFace__id3_id1_0006__82952ecc,0.11064521840307862,32,1
Celeb-synthesis__FaceSwap__HifiFace__id52_id53_0008__8619ea75,0.31316058011725545,32,1
Celeb-synthesis__FaceSwap__HifiFace__id53_id49_0002__7eeba221,0.39395729498937726,32,1
Celeb-synthesis__FaceSwap__HifiFace__id53_id58_0004__61dde1e5,0.2545496392995119,32,1
Celeb-synthesis__FaceSwap__InSwapper__id0_id28_0001__875f15cb,0.2553273275261745,32,1
Celeb-synthesis__FaceSwap__InSwapper__id0_id3_0001__007dbeac,0.2470984011888504,32,1
Celeb-synthesis__FaceSwap__InSwapper__id1_id31_0006__3fbaaa15,0.1970551274716854,32,1
Celeb-synthesis__FaceSwap__InSwapper__id20_id3_0007__f52096d0,0.4308197293430567,32,1
Celeb-synthesis__FaceSwap__InSwapper__id23_id26_0009__107f923a,0.2635044890921563,32,1
Celeb-synthesis__FaceSwap__InSwapper__id26_id30_0001__5d20ab46,0.33136972412467003,32,1
Celeb-synthesis__FaceSwap__InSwapper__id27_id24_0002__b6d36b2e,0.3698644428513944,32,1
Celeb-synthesis__FaceSwap__InSwapper__id28_id6_0001__c09bd86d,0.41587097477167845,32,1
Celeb-synthesis__FaceSwap__InSwapper__id29_id35_0005__15e7127b,0.29841339075937867,32,1
Celeb-synthesis__FaceSwap__InSwapper__id35_id32_0001__6b44d973,0.3431264106184244,32,1
Celeb-synthesis__FaceSwap__InSwapper__id35_id38_0005__1ebdd57c,0.4566704398021102,32,1
Celeb-synthesis__FaceSwap__InSwapper__id37_id6_0005__42ed641e,0.5710622705519199,32,1
Celeb-synthesis__FaceSwap__InSwapper__id39_id47_0000__a2ac0df0,0.2145967949181795,32,1
Celeb-synthesis__FaceSwap__InSwapper__id39_id48_0006__1214def3,0.28365394240245223,32,1
Celeb-synthesis__FaceSwap__InSwapper__id46_id43_0008__568b5447,0.1500492807244882,32,1
Celeb-synthesis__FaceSwap__InSwapper__id54_id52_0005__a2df8529,0.4215330248698592,32,1
Celeb-synthesis__FaceSwap__InSwapper__id59_id60_0007__5f9d3568,0.27551322244107723,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id17_id6_0009__a504b70f,0.37290885113179684,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id37_0003__39ac8828,0.3169292756356299,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70,0.37369828298687935,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id21_id1_0005__4efe912a,0.2293576119201524,28,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id23_0003__256fee80,0.03523827833123505,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id33_0007__116b4b9d,0.41009725257754326,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id31_id2_0002__deeb407b,0.29097325447946787,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id37_id26_0003__4f3472b6,0.23397562303580344,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id3_id17_0009__ba920314,0.31295672291889787,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id3_id37_0008__1c8dc7e6,0.24838993838056922,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8,0.2249961351044476,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id46_id45_0005__7295e6c2,0.6182616464793682,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id48_id40_0003__477abc56,0.27594163874164224,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id4_id2_0004__e17a1f61,0.3842043234035373,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id6_id16_0003__2372cb7c,0.39064248092472553,32,1
Celeb-synthesis__FaceSwap__MobileFaceSwap__id9_id21_0006__7d5ddb09,0.38937666825950146,32,1
Celeb-synthesis__FaceSwap__SimSwap__id16_id3_0000__3477c358,0.3491102224215865,32,1
Celeb-synthesis__FaceSwap__SimSwap__id21_id20_0001__7af019bb,0.21018260694108903,32,1
Celeb-synthesis__FaceSwap__SimSwap__id21_id33_0008__2d84b53d,0.016949337979895063,32,1
Celeb-synthesis__FaceSwap__SimSwap__id21_id38_0005__910985a5,0.21123044272618635,28,1
Celeb-synthesis__FaceSwap__SimSwap__id23_id0_0003__edbd5e74,0.24746178427050192,31,1
Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662,0.16993121232371777,32,1
Celeb-synthesis__FaceSwap__SimSwap__id26_id30_0004__7c477cff,0.4389106263406575,32,1
Celeb-synthesis__FaceSwap__SimSwap__id28_id37_0009__affdc5fe,0.1960976356640458,32,1
Celeb-synthesis__FaceSwap__SimSwap__id31_id2_0001__1cd151f1,0.37745671160519123,32,1
Celeb-synthesis__FaceSwap__SimSwap__id32_id23_0002__a706d2c6,0.3445810079574585,32,1
Celeb-synthesis__FaceSwap__SimSwap__id35_id20_0007__8d35b9ce,0.4512856537476182,32,1
Celeb-synthesis__FaceSwap__SimSwap__id37_id26_0008__aef34d21,0.44103524647653103,32,1
Celeb-synthesis__FaceSwap__SimSwap__id38_id23_0009__5a2e1d04,0.3824772355146706,32,1
Celeb-synthesis__FaceSwap__SimSwap__id38_id37_0003__1245acfa,0.30619783513247967,32,1
Celeb-synthesis__FaceSwap__SimSwap__id3_id20_0003__968a8c93,0.15758708585053682,32,1
Celeb-synthesis__FaceSwap__SimSwap__id60_id59_0001__07021aa9,0.26303001574706286,32,1
Celeb-synthesis__FaceSwap__UniFace__id19_id26_0002__4c8417c3,0.36841872055083513,32,1
Celeb-synthesis__FaceSwap__UniFace__id1_id6_0000__86d0e867,0.2710743569768965,32,1
Celeb-synthesis__FaceSwap__UniFace__id20_id22_0006__a95b66d4,0.3940324215218425,32,1
Celeb-synthesis__FaceSwap__UniFace__id23_id24_0009__e3961dbf,0.2755597287323326,32,1
Celeb-synthesis__FaceSwap__UniFace__id23_id35_0006__9c4d682a,0.4943729992955923,32,1
Celeb-synthesis__FaceSwap__UniFace__id25_id19_0003__8e751245,0.34486227529123425,32,1
Celeb-synthesis__FaceSwap__UniFace__id25_id28_0005__fd9262d1,0.16878660232760012,32,1
Celeb-synthesis__FaceSwap__UniFace__id26_id23_0002__2d8b9554,0.3229358606040478,32,1
Celeb-synthesis__FaceSwap__UniFace__id37_id3_0007__ce1c0e99,0.21504485560581088,32,1
Celeb-synthesis__FaceSwap__UniFace__id45_id47_0004__444dfc0a,0.28882889077067375,32,1
Celeb-synthesis__FaceSwap__UniFace__id48_id41_0006__85f4521e,0.1076567304553464,32,1
Celeb-synthesis__FaceSwap__UniFace__id50_id54_0004__6af864e5,0.4001954570412636,32,1
Celeb-synthesis__FaceSwap__UniFace__id55_id49_0008__71e45bf7,0.4510541567578912,32,1
Celeb-synthesis__FaceSwap__UniFace__id60_id5_0001__269126df,0.29273678874596953,32,1
Celeb-synthesis__FaceSwap__UniFace__id6_id16_0000__73c8f6b5,0.43059500213712454,32,1
Celeb-synthesis__FaceSwap__UniFace__id9_id28_0004__bb7a2b22,0.3219083482399583,32,1
Celeb-synthesis__TalkingFace__AniTalker__id11_0003_test_id02725_37kUrf6RJdw__794ba055,0.8116681398823857,32,1
Celeb-synthesis__TalkingFace__AniTalker__id12_0004_test_id01066_65k0p7fUBVI__ed984723,0.5748986063464996,31,1
Celeb-synthesis__TalkingFace__AniTalker__id16_0004_test_id03524_Lt7XKpDEmh0__ab4f76f6,0.48190231202170253,32,1
Celeb-synthesis__TalkingFace__AniTalker__id16_0010_test_id07868_6qWwQj0a_uw__5f601772,0.4416902589478663,28,1
Celeb-synthesis__TalkingFace__AniTalker__id1_0003_test_id04478_sxTXohsFkM4__a2b04c0e,0.8729774687025282,27,1
Celeb-synthesis__TalkingFace__AniTalker__id24_0001_test_id02019_anSrwA_9RPE__866e4f55,0.5605146185709879,26,1
Celeb-synthesis__TalkingFace__AniTalker__id24_0009_test_id00812_7ppP2WTpZ1s__0dde1eb3,0.4357131468132138,32,1
Celeb-synthesis__TalkingFace__AniTalker__id26_0001_test_id03789_KMozTvI2He0__4ced9f79,0.8389579190148247,27,1
Celeb-synthesis__TalkingFace__AniTalker__id27_0006_test_id02086_zbTnwM2r7Lk__210c065e,0.38611061613147074,26,1
Celeb-synthesis__TalkingFace__AniTalker__id31_0009_test_id03839_C_MwvSBvUy8__b53cb2c1,0.44555506808683276,32,1
Celeb-synthesis__TalkingFace__AniTalker__id39_0002_test_id01298_i8N_VPTGLis__f11e15fd,0.6942771663889289,32,1
Celeb-synthesis__TalkingFace__AniTalker__id40_0007_test_id03382_yg4PLo7dVmk__c09f3bb2,0.7058054213412106,32,1
Celeb-synthesis__TalkingFace__AniTalker__id45_0005_test_id03030_jSaAmd-y53U__a163a403,0.8069019988179207,32,1
Celeb-synthesis__TalkingFace__AniTalker__id48_0002_test_id04656_jPpleSW9BCY__5874a74a,0.7149079539813101,32,1
Celeb-synthesis__TalkingFace__AniTalker__id51_0002_test_id00562_0Zh6t-f8MsY__6b0060a0,0.8701056763529778,32,1
Celeb-synthesis__TalkingFace__AniTalker__id55_0008_test_id01509_6wp2Lht90Fw__6cfb3a58,0.8020833604610883,26,1
Celeb-synthesis__TalkingFace__AniTalker__id56_0006_test_id07494_HxLolmovgAs__e5e17e7a,0.9508403073996305,32,1
Celeb-synthesis__TalkingFace__AniTalker__id61_0006_test_id00017_wrB-yyERH2s__b0ce7675,0.9094929173588753,32,1
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb,0.8226107880473137,32,1
Celeb-synthesis__TalkingFace__EDTalk__id10_0003_test_id05055_1lsf8QC-Lck__7890d8bb,0.9368880678867472,29,1
Celeb-synthesis__TalkingFace__EDTalk__id11_0004_test_id04862_i6aGUMQW5jA__3fb1a1b0,0.6873514939631734,28,1
Celeb-synthesis__TalkingFace__EDTalk__id13_0014_test_id08696_Hd5ulx7ZfO0__084367c3,0.9354167699813842,30,1
Celeb-synthesis__TalkingFace__EDTalk__id16_0002_test_id04295_1fSjOItVYVg__3c8ca697,0.9287655579632726,29,1
Celeb-synthesis__TalkingFace__EDTalk__id16_0005_test_id02317_quWGoFFkGr0__1017702e,0.9936709057900214,31,1
Celeb-synthesis__TalkingFace__EDTalk__id17_0005_test_id02317_5B2PwYr8pT4__cfac2d7d,0.08334658158799776,26,1
Celeb-synthesis__TalkingFace__EDTalk__id24_0000_test_id00866_0OxT7uyV-vU__9aa8a0a4,0.8169302251189947,32,1
Celeb-synthesis__TalkingFace__EDTalk__id24_0002_test_id01228_SJQOZPMPSSg__56304908,0.4083574748244779,29,1
Celeb-synthesis__TalkingFace__EDTalk__id32_0001_test_id07620_fx5jKGlv9Ek__4b630f88,0.8170512141659856,32,1
Celeb-synthesis__TalkingFace__EDTalk__id35_0005_test_id07802_VidNMN18YwU__00c0d305,0.8817838023106257,30,1
Celeb-synthesis__TalkingFace__EDTalk__id35_0008_test_id04656_6N_AmGKcdZo__9449d5b6,0.7667181147262454,32,1
Celeb-synthesis__TalkingFace__EDTalk__id36_0002_test_id02317_V1il-79GsT4__b6f58f13,0.6077382597140968,32,1
Celeb-synthesis__TalkingFace__EDTalk__id38_0000_test_id06692_IwB3vu418E4__ad736938,0.8537376280874014,32,1
Celeb-synthesis__TalkingFace__EDTalk__id46_0003_test_id04276_sPZWjloFrg8__35172969,0.809413100834246,27,1
Celeb-synthesis__TalkingFace__EDTalk__id47_0008_test_id03127_RmKc_HNTw-k__e607e11a,0.9148166757076979,32,1
Celeb-synthesis__TalkingFace__EDTalk__id55_0005_test_id00812_7qTpm6bwQW0__65014d4b,0.7712838165462017,32,1
Celeb-synthesis__TalkingFace__EDTalk__id55_0007_test_id05176_zTGzM2koGAQ__402c07fb,0.810110698454082,32,1
Celeb-synthesis__TalkingFace__EDTalk__id56_0008_test_id08696_B8nZX3w62Fg__514b1da2,0.747812352143228,32,1
Celeb-synthesis__TalkingFace__EDTalk__id9_0000_test_id07621_23TZokV8wvg__bdbd6275,0.771086356763182,29,1
Celeb-synthesis__TalkingFace__EchoMimic__id17_0001_test_id06692_EC9TCRJkBhI__af2b3769,0.7091886596037791,26,1
Celeb-synthesis__TalkingFace__EchoMimic__id1_0000_test_id04862_NPOoEt--t_g__a7ce9fe6,0.44659710218829496,31,1
Celeb-synthesis__TalkingFace__EchoMimic__id21_0002_test_id03524_cxnnKLQYemo__332d8a6d,0.4095074535657962,30,1
Celeb-synthesis__TalkingFace__EchoMimic__id21_0004_test_id04366_43BiUVlNy58__e81c9e8b,0.5585234768223017,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id21_0006_test_id04295_zjlNcdVhso4__66c7901c,0.537046262761578,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id22_0002_test_id05055_cZZMU1w_HO4__85427c0a,0.4030651237408165,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id24_0009_test_id01000_f-mjLyC1-4g__3e1aa409,0.08689179758150731,31,1
Celeb-synthesis__TalkingFace__EchoMimic__id25_0004_test_id00926_TOxtKuoggFI__b6e859c3,0.4425903872719833,28,1
Celeb-synthesis__TalkingFace__EchoMimic__id2_0001_test_id04656_Bi7kCsbg5L0__48cd039f,0.7245960292907861,26,1
Celeb-synthesis__TalkingFace__EchoMimic__id30_0001_test_id06484_4iWGFxMOmKI__022b0c1b,0.42415981559503463,31,1
Celeb-synthesis__TalkingFace__EchoMimic__id47_0004_test_id04656_27HyvKOXDjo__ba68f94a,0.8899898566305637,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id48_0000_test_id02445_ZX_6RMrTEP0__4c87aef6,0.8528357369284476,31,1
Celeb-synthesis__TalkingFace__EchoMimic__id48_0002_test_id04656_jPpleSW9BCY__4cf1cf35,0.9319900590926409,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id49_0008_test_id07414_N7IVsTDjNU0__d3ee12d8,0.922465804964304,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id54_0004_test_id01106_mkgP19APekU__a3c8203c,0.44183315784903243,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id5_0000_test_id03127_mn_mOy6f4bg__740f923f,0.8795372613014714,31,1
Celeb-synthesis__TalkingFace__EchoMimic__id5_0001_test_id07620_BiqpFzenkJ8__ab6a28e9,0.8195816990919411,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id6_0003_test_id04950_XJS6SLQuCNM__ab62b200,0.8938222583383322,32,1
Celeb-synthesis__TalkingFace__EchoMimic__id9_0009_test_id04094_Mn2XdOCOmc4__1e0499b1,0.30854168348014355,32,1
Celeb-synthesis__TalkingFace__FLOAT__id17_0005_test_id03969_dxU4gOdESXQ__9d0d1686,0.11196576324956757,28,1
Celeb-synthesis__TalkingFace__FLOAT__id29_0002_test_id07494_uFTbGfh8n3c__17ccb53c,0.18825552775524557,32,1
Celeb-synthesis__TalkingFace__FLOAT__id2_0004_test_id05015_cveAkY4KXUk__953b3197,0.7185588655993342,32,1
Celeb-synthesis__TalkingFace__FLOAT__id2_0005_test_id05850_WCsUJ380ww8__8da4ea18,0.3360033655273063,28,1
Celeb-synthesis__TalkingFace__FLOAT__id2_0006_test_id01298_oCRfIciXOPs__3b2e27da,0.48058937350288033,32,1
Celeb-synthesis__TalkingFace__FLOAT__id38_0006_test_id03041_qyCz5uttaAA__f84231ef,0.17445052988477983,32,1
Celeb-synthesis__TalkingFace__FLOAT__id3_0002_test_id08552_7kf2EfS9G6Q__37c40363,0.12406145728060178,28,1
Celeb-synthesis__TalkingFace__FLOAT__id47_0007_test_id03524_nKxz0LxKZ58__4ba50397,0.7271336601115763,32,1
Celeb-synthesis__TalkingFace__FLOAT__id48_0004_test_id08696_Hd5ulx7ZfO0__c1351bc3,0.5102095695272568,31,1
Celeb-synthesis__TalkingFace__FLOAT__id51_0004_test_id01618_gdW26NMVO2g__a76470b2,0.9589929729700089,32,1
Celeb-synthesis__TalkingFace__FLOAT__id51_0009_test_id04094_XXOtyg4RxTE__2ede6c82,0.23607142793480307,32,1
Celeb-synthesis__TalkingFace__FLOAT__id52_0001_test_id08374_FW6ALFdkBfk__5bcde2e2,0.2774527259171009,32,1
Celeb-synthesis__TalkingFace__FLOAT__id53_0002_test_id08392_wCwdWmxtP1U__c2f127ce,0.9858217018621939,27,1
Celeb-synthesis__TalkingFace__FLOAT__id58_0000_test_id02086__bhLunJkB1Y__5e474701,0.9655889272689819,32,1
Celeb-synthesis__TalkingFace__FLOAT__id58_0004_test_id04536_ofq_mx53rf4__f56fd15f,0.25640314433258027,32,1
Celeb-synthesis__TalkingFace__FLOAT__id58_0004_test_id08374_CMT4yP1eAug__8908a8ef,0.18742327364506545,27,1
Celeb-synthesis__TalkingFace__FLOAT__id58_0008_test_id03127_Lgd5qn2-kMo__4f97346a,0.9182489961385727,32,1
Celeb-synthesis__TalkingFace__FLOAT__id59_0005_test_id08392_V2DQaPnQhBs__9e42e7d6,0.4219293911010027,32,1
Celeb-synthesis__TalkingFace__FLOAT__id59_0006_test_id08701_yty4X4F1mQY__67454fd2,0.25883614260237664,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id11_0009_test_id03347_b4wl7nEZ2wE__6b02995e,0.8830326367169619,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id17_0008_test_id02317_U9C74tfLcqc__78e8dd1d,0.8679752945899963,25,1
Celeb-synthesis__TalkingFace__IP_LAP__id20_0007_test_id09017_uzmhrmJLNoM__fbf7a888,0.9629571158438921,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id30_0002_test_id01224_i24BZ8uXDzE__f50190a7,0.616204522550106,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id32_0009_test_id04094_SeYATZknAgI__42332e6c,0.5430604767414832,31,1
Celeb-synthesis__TalkingFace__IP_LAP__id34_0008_test_id04232_T7dROCqmwNQ__745f8ce8,0.49977234564721584,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id37_0000_test_id04232_lcNvUKfW9tY__1e6b4fb6,0.4062192430719733,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id37_0004_test_id01228_ji5bXRNaUtQ__bf24620a,0.6761107265949249,25,1
Celeb-synthesis__TalkingFace__IP_LAP__id3_0005_test_id04950_beeuwSz8XZU__f26a219b,0.7415835801512003,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id3_0006_test_id03178_FDfJLMr1-_o__fe0b3aa9,0.4482727353771528,30,1
Celeb-synthesis__TalkingFace__IP_LAP__id44_0004_test_id01822_jmFGgwXCuW0__ee97d12d,0.9736212454736233,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id45_0003_test_id07621_1L2IUy6gqaM__0718062b,0.8075066268444061,25,1
Celeb-synthesis__TalkingFace__IP_LAP__id47_0002_test_id01333_D9Eylmbz4Ik__14836f1b,0.3885723149869591,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id4_0001_test_id03030_tAA7AHbEteI__4bd75861,0.9298079628497362,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id4_0003_test_id06484_oG2N7E2Pu60__3c126936,0.9027828331346865,27,1
Celeb-synthesis__TalkingFace__IP_LAP__id52_0008_test_id02317_U9C74tfLcqc__22508245,0.7500220721960068,25,1
Celeb-synthesis__TalkingFace__IP_LAP__id54_0003_test_id02317_B_Tih3Eph2k__e9dd2498,0.8428207729011774,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id57_0009_test_id02057__2WyFQMn6to__7572af35,0.3829736683983356,32,1
Celeb-synthesis__TalkingFace__IP_LAP__id58_0000_test_id07354_nfIBEJYZG7o__d7c1857d,0.6595341081597975,28,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id20_0008_test_id03524_GkvScYvOJ7o__60452cfc,0.7996605299413204,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0000_test_id00866_1ki58847CNs__d63cff9f,0.7308756206184626,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306,0.8309624530375004,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0008_test_id05999_Tqa_oC4TyJc__8bb48083,0.9896841446558634,30,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id28_0008_test_id02542_cwgUjse_REU__c0cf674e,0.9188367313352125,29,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id29_0007_test_id04253_5HYtpHHpsE0__4d4e4a7f,0.9418449441591898,30,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id33_0006_test_id05714_wFGNufaMbDY__9a10a718,0.37970253825187683,30,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id34_0001_test_id02317_5moKZXlJTEs__099ebb58,0.8584171775728464,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id35_0007_test_id06310_N_524p1QzXQ__35cbe0f2,0.8694524765014648,27,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id37_0007_test_id05654_lgnVNGGeF7E__041cc191,0.8300847800878378,26,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id38_0000_test_id06811_iZWKAx9tmkk__eeab3496,0.7907832358032465,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574,0.7483039610087872,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id40_0002_test_id08392_3e5zvNaT-eU__b5053e0f,0.793206562846899,30,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id46_0003_test_id04276_sPZWjloFrg8__7fdd9a7a,0.807718692002473,27,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id47_0003_test_id01822_taZoHZYN5-E__3a745d4b,0.3646314647048712,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id50_0003_test_id03382_NlRnEAJTS3Y__1fb1ed1b,0.7476447931042424,27,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id52_0005_test_id08392_AiCBF9JW-d8__5b87d047,0.8467687349766493,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id7_0000_test_id04119_CACsuwm13iI__94d25b36,0.9464723989367485,32,1
Celeb-synthesis__TalkingFace__Real3DPortrait__id9_0004_test_id05055_1lsf8QC-Lck__d7e043f8,0.836475944519043,30,1
