frame_path,detector_score,label,video_id
Celeb-real__id30_0003__b0860b45/frame_000004.jpg,0.015316332690417767,0,Celeb-real__id30_0003__b0860b45
Celeb-synthesis__FaceSwap__GHOST__id28_id0_0007__c7d5a80b/frame_000023.jpg,0.5585862994194031,1,Celeb-synthesis__FaceSwap__GHOST__id28_id0_0007__c7d5a80b
Celeb-real__id2_0006__329cd2a4/frame_000029.jpg,0.1082976683974266,0,Celeb-real__id2_0006__329cd2a4
Celeb-synthesis__FaceReenact__HyperReenact__id20_id25_0000__049848e5/frame_000020.jpg,0.8287714719772339,1,Celeb-synthesis__FaceReenact__HyperReenact__id20_id25_0000__049848e5
Celeb-synthesis__FaceSwap__BlendFace__id9_id4_0000__f0dac336/frame_000023.jpg,0.22967839241027832,1,Celeb-synthesis__FaceSwap__BlendFace__id9_id4_0000__f0dac336
YouTube-real__00118__9d087595/frame_000027.jpg,0.5168218612670898,0,YouTube-real__00118__9d087595
Celeb-synthesis__FaceSwap__UniFace__id1_id6_0000__86d0e867/frame_000021.jpg,0.13020801544189453,1,Celeb-synthesis__FaceSwap__UniFace__id1_id6_0000__86d0e867
YouTube-real__00246__bc0e9215/frame_000019.jpg,0.40282517671585083,0,YouTube-real__00246__bc0e9215
YouTube-real__00245__fb7f3aeb/frame_000010.jpg,0.37094607949256897,0,YouTube-real__00245__fb7f3aeb
Celeb-real__id19_0000__795a8811/frame_000029.jpg,0.17642919719219208,0,Celeb-real__id19_0000__795a8811
Celeb-synthesis__FaceSwap__InSwapper__id46_id43_0008__568b5447/frame_000026.jpg,0.19361995160579681,1,Celeb-synthesis__FaceSwap__InSwapper__id46_id43_0008__568b5447
YouTube-real__00218__b37c7665/frame_000012.jpg,0.5110672116279602,0,YouTube-real__00218__b37c7665
Celeb-real__id13_0011__dee78c96/frame_000009.jpg,0.453797847032547,0,Celeb-real__id13_0011__dee78c96
YouTube-real__00113__c3b702ab/frame_000012.jpg,0.4791037440299988,0,YouTube-real__00113__c3b702ab
Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8/frame_000022.jpg,0.2352856546640396,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id44_id42_0001__856b58b8
Celeb-synthesis__FaceSwap__HifiFace__id30_id31_0000__bc3ec380/frame_000009.jpg,0.2860737144947052,1,Celeb-synthesis__FaceSwap__HifiFace__id30_id31_0000__bc3ec380
Celeb-real__id30_0007__e61c37fd/frame_000003.jpg,0.4046047627925873,0,Celeb-real__id30_0007__e61c37fd
Celeb-synthesis__FaceReenact__LivePortrait__id19_id26_0006__4517e423/frame_000006.jpg,0.23268350958824158,1,Celeb-synthesis__FaceReenact__LivePortrait__id19_id26_0006__4517e423
Celeb-synthesis__TalkingFace__EDTalk__id38_0000_test_id06692_IwB3vu418E4__ad736938/frame_000015.jpg,0.9894101619720459,1,Celeb-synthesis__TalkingFace__EDTalk__id38_0000_test_id06692_IwB3vu418E4__ad736938
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0000_test_id00866_1ki58847CNs__d63cff9f/frame_000022.jpg,0.7744066119194031,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0000_test_id00866_1ki58847CNs__d63cff9f
Celeb-real__id46_0008__e5716b99/frame_000016.jpg,0.13824781775474548,0,Celeb-real__id46_0008__e5716b99
Celeb-synthesis__FaceSwap__HifiFace__id32_id26_0000__6f0c09ae/frame_000031.jpg,0.13803552091121674,1,Celeb-synthesis__FaceSwap__HifiFace__id32_id26_0000__6f0c09ae
Celeb-synthesis__FaceReenact__HyperReenact__id22_id25_0003__4a6800d3/frame_000007.jpg,0.5786672830581665,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id25_0003__4a6800d3
Celeb-synthesis__FaceSwap__UniFace__id25_id19_0003__8e751245/frame_000020.jpg,0.4176723062992096,1,Celeb-synthesis__FaceSwap__UniFace__id25_id19_0003__8e751245
Celeb-real__id17_0000__0521aab4/frame_000009.jpg,0.2926933467388153,0,Celeb-real__id17_0000__0521aab4
Celeb-synthesis__FaceSwap__HifiFace__id3_id1_0006__82952ecc/frame_000029.jpg,0.056811001151800156,1,Celeb-synthesis__FaceSwap__HifiFace__id3_id1_0006__82952ecc
Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574/frame_000006.jpg,0.6933168172836304,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id39_0008_test_id07494_XMEIdqio6ic__d11b7574
YouTube-real__00073__d03d1650/frame_000026.jpg,0.49027422070503235,0,YouTube-real__00073__d03d1650
Celeb-synthesis__FaceReenact__LivePortrait__id20_id29_0000__4d58636d/frame_000003.jpg,0.21616369485855103,1,Celeb-synthesis__FaceReenact__LivePortrait__id20_id29_0000__4d58636d
Celeb-real__id9_0006__70777999/frame_000030.jpg,0.3710402846336365,0,Celeb-real__id9_0006__70777999
Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id33_0007__116b4b9d/frame_000008.jpg,0.439492791891098,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id30_id33_0007__116b4b9d
Celeb-real__id59_0002__b5acbbb0/frame_000017.jpg,0.386404424905777,0,Celeb-real__id59_0002__b5acbbb0
Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb/frame_000015.jpg,0.9799007773399353,1,Celeb-synthesis__TalkingFace__AniTalker__id8_0002_test_id00817_EPPT9urr8Ew__fb7a52bb
Celeb-real__id35_0002__fd247f10/frame_000007.jpg,0.1635582447052002,0,Celeb-real__id35_0002__fd247f10
YouTube-real__00108__70cd3b50/frame_000013.jpg,0.3671082854270935,0,YouTube-real__00108__70cd3b50
Celeb-real__id48_0007__33f7ab98/frame_000015.jpg,0.49160540103912354,0,Celeb-real__id48_0007__33f7ab98
Celeb-real__id7_0006__2eb27407/frame_000011.jpg,0.31604063510894775,0,Celeb-real__id7_0006__2eb27407
Celeb-real__id30_0000__6120ebff/frame_000031.jpg,0.21880590915679932,0,Celeb-real__id30_0000__6120ebff
Celeb-synthesis__FaceSwap__SimSwap__id21_id20_0001__7af019bb/frame_000016.jpg,0.25611385703086853,1,Celeb-synthesis__FaceSwap__SimSwap__id21_id20_0001__7af019bb
YouTube-real__00085__977be2be/frame_000021.jpg,0.22396861016750336,0,YouTube-real__00085__977be2be
YouTube-real__00230__35a17f52/frame_000004.jpg,0.36141836643218994,0,YouTube-real__00230__35a17f52
Celeb-synthesis__FaceSwap__MobileFaceSwap__id9_id21_0006__7d5ddb09/frame_000029.jpg,0.39150968194007874,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id9_id21_0006__7d5ddb09
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306/frame_000004.jpg,0.8293138146400452,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306
Celeb-real__id44_0005__9170560b/frame_000005.jpg,0.45968613028526306,0,Celeb-real__id44_0005__9170560b
Celeb-real__id43_0005__5d8ad40e/frame_000008.jpg,0.4671020209789276,0,Celeb-real__id43_0005__5d8ad40e
YouTube-real__00031__72060a50/frame_000025.jpg,0.28734320402145386,0,YouTube-real__00031__72060a50
Celeb-real__id32_0005__021bfb27/frame_000006.jpg,0.2631494998931885,0,Celeb-real__id32_0005__021bfb27
Celeb-real__id59_0002__b5acbbb0/frame_000028.jpg,0.25373825430870056,0,Celeb-real__id59_0002__b5acbbb0
Celeb-real__id28_0002__b550bd30/frame_000025.jpg,0.2998945415019989,0,Celeb-real__id28_0002__b550bd30
Celeb-real__id9_0004__eb2b28d8/frame_000009.jpg,0.1840631514787674,0,Celeb-real__id9_0004__eb2b28d8
Celeb-synthesis__FaceReenact__TPSMM__id28_id9_0000__94ef95bd/frame_000008.jpg,0.8324415683746338,1,Celeb-synthesis__FaceReenact__TPSMM__id28_id9_0000__94ef95bd
Celeb-real__id60_0001__98a7ca86/frame_000007.jpg,0.35668477416038513,0,Celeb-real__id60_0001__98a7ca86
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id4_id2_0004__fa16c28c/frame_000024.jpg,0.26197564601898193,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id4_id2_0004__fa16c28c
Celeb-synthesis__FaceSwap__Celeb-DF-v2__id38_id20_0000__c9eea163/frame_000027.jpg,0.13437873125076294,1,Celeb-synthesis__FaceSwap__Celeb-DF-v2__id38_id20_0000__c9eea163
YouTube-real__00011__75a0cff7/frame_000019.jpg,0.3667409420013428,0,YouTube-real__00011__75a0cff7
Celeb-synthesis__TalkingFace__IP_LAP__id11_0009_test_id03347_b4wl7nEZ2wE__6b02995e/frame_000005.jpg,0.9881504774093628,1,Celeb-synthesis__TalkingFace__IP_LAP__id11_0009_test_id03347_b4wl7nEZ2wE__6b02995e
Celeb-real__id24_0004__319940dc/frame_000025.jpg,0.19062381982803345,0,Celeb-real__id24_0004__319940dc
Celeb-real__id57_0007__4449523b/frame_000020.jpg,0.3130118250846863,0,Celeb-real__id57_0007__4449523b
Celeb-real__id3_0002__761ecc87/frame_000002.jpg,0.28284895420074463,0,Celeb-real__id3_0002__761ecc87
Celeb-real__id11_0007__e727fe81/frame_000017.jpg,0.27644747495651245,0,Celeb-real__id11_0007__e727fe81
Celeb-synthesis__TalkingFace__AniTalker__id56_0006_test_id07494_HxLolmovgAs__e5e17e7a/frame_000018.jpg,0.9382194876670837,1,Celeb-synthesis__TalkingFace__AniTalker__id56_0006_test_id07494_HxLolmovgAs__e5e17e7a
Celeb-real__id25_0009__c9831009/frame_000012.jpg,0.4849025309085846,0,Celeb-real__id25_0009__c9831009
YouTube-real__00184__de20d94a/frame_000004.jpg,0.18299387395381927,0,YouTube-real__00184__de20d94a
Celeb-real__id35_0002__fd247f10/frame_000000.jpg,0.1615934520959854,0,Celeb-real__id35_0002__fd247f10
Celeb-synthesis__TalkingFace__FLOAT__id3_0002_test_id08552_7kf2EfS9G6Q__37c40363/frame_000006.jpg,0.4283851981163025,1,Celeb-synthesis__TalkingFace__FLOAT__id3_0002_test_id08552_7kf2EfS9G6Q__37c40363
Celeb-real__id31_0001__152f0b5f/frame_000025.jpg,0.36679980158805847,0,Celeb-real__id31_0001__152f0b5f
Celeb-synthesis__TalkingFace__EDTalk__id17_0005_test_id02317_5B2PwYr8pT4__cfac2d7d/frame_000001.jpg,0.07075970619916916,1,Celeb-synthesis__TalkingFace__EDTalk__id17_0005_test_id02317_5B2PwYr8pT4__cfac2d7d
YouTube-real__00079__ed2159b2/frame_000024.jpg,0.42551785707473755,0,YouTube-real__00079__ed2159b2
Celeb-synthesis__TalkingFace__EDTalk__id9_0000_test_id07621_23TZokV8wvg__bdbd6275/frame_000006.jpg,0.7320671677589417,1,Celeb-synthesis__TalkingFace__EDTalk__id9_0000_test_id07621_23TZokV8wvg__bdbd6275
Celeb-synthesis__FaceReenact__LivePortrait__id38_id26_0007__5d32e7a3/frame_000016.jpg,0.10850321501493454,1,Celeb-synthesis__FaceReenact__LivePortrait__id38_id26_0007__5d32e7a3
YouTube-real__00170__5100f184/frame_000008.jpg,0.3909475803375244,0,YouTube-real__00170__5100f184
Celeb-real__id16_0012__e75472a5/frame_000031.jpg,0.25447314977645874,0,Celeb-real__id16_0012__e75472a5
Celeb-real__id55_0000__9e5c7685/frame_000009.jpg,0.510220468044281,0,Celeb-real__id55_0000__9e5c7685
YouTube-real__00023__e371a1eb/frame_000021.jpg,0.2999849021434784,0,YouTube-real__00023__e371a1eb
Celeb-synthesis__TalkingFace__AniTalker__id39_0002_test_id01298_i8N_VPTGLis__f11e15fd/frame_000004.jpg,0.721950888633728,1,Celeb-synthesis__TalkingFace__AniTalker__id39_0002_test_id01298_i8N_VPTGLis__f11e15fd
Celeb-synthesis__TalkingFace__FLOAT__id51_0009_test_id04094_XXOtyg4RxTE__2ede6c82/frame_000013.jpg,0.25809580087661743,1,Celeb-synthesis__TalkingFace__FLOAT__id51_0009_test_id04094_XXOtyg4RxTE__2ede6c82
YouTube-real__00030__1b6e47ad/frame_000026.jpg,0.4342634975910187,0,YouTube-real__00030__1b6e47ad
Celeb-synthesis__FaceSwap__SimSwap__id21_id33_0008__2d84b53d/frame_000007.jpg,0.011608747765421867,1,Celeb-synthesis__FaceSwap__SimSwap__id21_id33_0008__2d84b53d
Celeb-synthesis__FaceReenact__MCNET__id4_id35_0004__7ea18215/frame_000031.jpg,0.09541838616132736,1,Celeb-synthesis__FaceReenact__MCNET__id4_id35_0004__7ea18215
Celeb-synthesis__TalkingFace__FLOAT__id51_0004_test_id01618_gdW26NMVO2g__a76470b2/frame_000024.jpg,0.9815401434898376,1,Celeb-synthesis__TalkingFace__FLOAT__id51_0004_test_id01618_gdW26NMVO2g__a76470b2
Celeb-real__id28_0004__b60ae3e1/frame_000005.jpg,0.26213160157203674,0,Celeb-real__id28_0004__b60ae3e1
Celeb-real__id8_0006__adb013b8/frame_000014.jpg,0.3972732424736023,0,Celeb-real__id8_0006__adb013b8
Celeb-synthesis__TalkingFace__EDTalk__id36_0002_test_id02317_V1il-79GsT4__b6f58f13/frame_000003.jpg,0.7220692038536072,1,Celeb-synthesis__TalkingFace__EDTalk__id36_0002_test_id02317_V1il-79GsT4__b6f58f13
YouTube-real__00068__86a893bb/frame_000011.jpg,0.4362243413925171,0,YouTube-real__00068__86a893bb
YouTube-real__00176__2541ebaa/frame_000018.jpg,0.4561479389667511,0,YouTube-real__00176__2541ebaa
YouTube-real__00127__3264da78/frame_000003.jpg,0.24097378551959991,0,YouTube-real__00127__3264da78
Celeb-real__id55_0005__d9a183f5/frame_000017.jpg,0.43246254324913025,0,Celeb-real__id55_0005__d9a183f5
Celeb-synthesis__TalkingFace__IP_LAP__id58_0000_test_id07354_nfIBEJYZG7o__d7c1857d/frame_000021.jpg,0.47238826751708984,1,Celeb-synthesis__TalkingFace__IP_LAP__id58_0000_test_id07354_nfIBEJYZG7o__d7c1857d
YouTube-real__00053__aa10062c/frame_000027.jpg,0.3193505108356476,0,YouTube-real__00053__aa10062c
YouTube-real__00287__fc4b8832/frame_000019.jpg,0.13357700407505035,0,YouTube-real__00287__fc4b8832
Celeb-synthesis__FaceReenact__LivePortrait__id20_id24_0005__01977817/frame_000004.jpg,0.20284481346607208,1,Celeb-synthesis__FaceReenact__LivePortrait__id20_id24_0005__01977817
Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306/frame_000005.jpg,0.8430269360542297,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id25_0001_test_id02542_YF501SIO5Mc__5ecc8306
YouTube-real__00214__25dcc0b1/frame_000001.jpg,0.6270495653152466,0,YouTube-real__00214__25dcc0b1
Celeb-real__id0_0005__c45f0938/frame_000006.jpg,0.19817978143692017,0,Celeb-real__id0_0005__c45f0938
Celeb-synthesis__FaceSwap__MobileFaceSwap__id3_id17_0009__ba920314/frame_000009.jpg,0.3290678560733795,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id3_id17_0009__ba920314
Celeb-synthesis__FaceReenact__DaGAN__id26_id29_0009__24aed516/frame_000014.jpg,0.6652669906616211,1,Celeb-synthesis__FaceReenact__DaGAN__id26_id29_0009__24aed516
Celeb-synthesis__FaceReenact__HyperReenact__id32_id31_0008__1678a1bf/frame_000006.jpg,0.33484792709350586,1,Celeb-synthesis__FaceReenact__HyperReenact__id32_id31_0008__1678a1bf
YouTube-real__00246__bc0e9215/frame_000020.jpg,0.41393014788627625,0,YouTube-real__00246__bc0e9215
Celeb-real__id60_0009__652454a4/frame_000030.jpg,0.37509462237358093,0,Celeb-real__id60_0009__652454a4
YouTube-real__00121__15f8d3f7/frame_000006.jpg,0.35657739639282227,0,YouTube-real__00121__15f8d3f7
Celeb-real__id43_0006__33432f36/frame_000005.jpg,0.2125123292207718,0,Celeb-real__id43_0006__33432f36
Celeb-synthesis__FaceReenact__FSRT__id37_id35_0007__a7eb7a78/frame_000023.jpg,0.8154547214508057,1,Celeb-synthesis__FaceReenact__FSRT__id37_id35_0007__a7eb7a78
YouTube-real__00237__aaeb197a/frame_000020.jpg,0.3415210247039795,0,YouTube-real__00237__aaeb197a
Celeb-real__id19_0007__a1e0f6a6/frame_000013.jpg,0.17034465074539185,0,Celeb-real__id19_0007__a1e0f6a6
Celeb-synthesis__TalkingFace__FLOAT__id51_0004_test_id01618_gdW26NMVO2g__a76470b2/frame_000013.jpg,0.9272486567497253,1,Celeb-synthesis__TalkingFace__FLOAT__id51_0004_test_id01618_gdW26NMVO2g__a76470b2
Celeb-synthesis__FaceReenact__LIA__id26_id25_0008__cc2acd62/frame_000016.jpg,0.8488730788230896,1,Celeb-synthesis__FaceReenact__LIA__id26_id25_0008__cc2acd62
Celeb-real__id2_0006__329cd2a4/frame_000013.jpg,0.06863539665937424,0,Celeb-real__id2_0006__329cd2a4
Celeb-synthesis__TalkingFace__EDTalk__id13_0014_test_id08696_Hd5ulx7ZfO0__084367c3/frame_000025.jpg,0.9654076099395752,1,Celeb-synthesis__TalkingFace__EDTalk__id13_0014_test_id08696_Hd5ulx7ZfO0__084367c3
Celeb-real__id10_0002__6a16be4b/frame_000012.jpg,0.10361599922180176,0,Celeb-real__id10_0002__6a16be4b
Celeb-synthesis__TalkingFace__IP_LAP__id17_0008_test_id02317_U9C74tfLcqc__78e8dd1d/frame_000004.jpg,0.7549413442611694,1,Celeb-synthesis__TalkingFace__IP_LAP__id17_0008_test_id02317_U9C74tfLcqc__78e8dd1d
Celeb-synthesis__FaceReenact__LivePortrait__id40_id43_0005__289e22a3/frame_000021.jpg,0.26950758695602417,1,Celeb-synthesis__FaceReenact__LivePortrait__id40_id43_0005__289e22a3
YouTube-real__00125__e5eb87b1/frame_000010.jpg,0.47412338852882385,0,YouTube-real__00125__e5eb87b1
Celeb-real__id22_0002__0a374460/frame_000012.jpg,0.42425960302352905,0,Celeb-real__id22_0002__0a374460
Celeb-synthesis__FaceReenact__HyperReenact__id22_id25_0003__4a6800d3/frame_000001.jpg,0.8160442113876343,1,Celeb-synthesis__FaceReenact__HyperReenact__id22_id25_0003__4a6800d3
YouTube-real__00118__9d087595/frame_000016.jpg,0.4027926027774811,0,YouTube-real__00118__9d087595
Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2/frame_000014.jpg,0.3982081711292267,1,Celeb-synthesis__FaceReenact__TPSMM__id52_id54_0002__c83d81f2
YouTube-real__00245__fb7f3aeb/frame_000008.jpg,0.3450187146663666,0,YouTube-real__00245__fb7f3aeb
Celeb-synthesis__FaceSwap__SimSwap__id37_id26_0008__aef34d21/frame_000010.jpg,0.7218707203865051,1,Celeb-synthesis__FaceSwap__SimSwap__id37_id26_0008__aef34d21
YouTube-real__00060__7b2828f1/frame_000016.jpg,0.27430546283721924,0,YouTube-real__00060__7b2828f1
Celeb-real__id35_0004__7feab975/frame_000021.jpg,0.37659528851509094,0,Celeb-real__id35_0004__7feab975
Celeb-synthesis__FaceSwap__UniFace__id26_id23_0002__2d8b9554/frame_000027.jpg,0.3076726198196411,1,Celeb-synthesis__FaceSwap__UniFace__id26_id23_0002__2d8b9554
Celeb-synthesis__FaceReenact__DaGAN__id25_id26_0004__752c9c57/frame_000002.jpg,0.7585936188697815,1,Celeb-synthesis__FaceReenact__DaGAN__id25_id26_0004__752c9c57
YouTube-real__00032__5808c82b/frame_000021.jpg,0.3131873309612274,0,YouTube-real__00032__5808c82b
Celeb-synthesis__FaceSwap__InSwapper__id35_id38_0005__1ebdd57c/frame_000021.jpg,0.45325347781181335,1,Celeb-synthesis__FaceSwap__InSwapper__id35_id38_0005__1ebdd57c
Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662/frame_000004.jpg,0.17262627184391022,1,Celeb-synthesis__FaceSwap__SimSwap__id23_id31_0002__78b72662
Celeb-synthesis__FaceSwap__SimSwap__id38_id37_0003__1245acfa/frame_000003.jpg,0.291389524936676,1,Celeb-synthesis__FaceSwap__SimSwap__id38_id37_0003__1245acfa
Celeb-synthesis__FaceReenact__TPSMM__id26_id37_0000__2ef54d8a/frame_000018.jpg,0.11155509948730469,1,Celeb-synthesis__FaceReenact__TPSMM__id26_id37_0000__2ef54d8a
Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575/frame_000002.jpg,0.7087050080299377,1,Celeb-synthesis__FaceReenact__TPSMM__id23_id19_0000__5ddcc575
Celeb-real__id2_0007__f4507907/frame_000018.jpg,0.11675044894218445,0,Celeb-real__id2_0007__f4507907
YouTube-real__00140__42111c89/frame_000017.jpg,0.4599214792251587,0,YouTube-real__00140__42111c89
Celeb-synthesis__FaceReenact__LivePortrait__id35_id9_0007__2b002193/frame_000009.jpg,0.4378145635128021,1,Celeb-synthesis__FaceReenact__LivePortrait__id35_id9_0007__2b002193
Celeb-synthesis__FaceReenact__LivePortrait__id1_id9_0006__392823df/frame_000005.jpg,0.07977434247732162,1,Celeb-synthesis__FaceReenact__LivePortrait__id1_id9_0006__392823df
Celeb-real__id2_0005__15f721cc/frame_000006.jpg,0.247279554605484,0,Celeb-real__id2_0005__15f721cc
YouTube-real__00295__62c37f3f/frame_000023.jpg,0.4286274015903473,0,YouTube-real__00295__62c37f3f
Celeb-real__id39_0004__33c35a06/frame_000010.jpg,0.2941962480545044,0,Celeb-real__id39_0004__33c35a06
Celeb-real__id21_0004__b521a825/frame_000015.jpg,0.32323265075683594,0,Celeb-real__id21_0004__b521a825
Celeb-real__id27_0004__62c43eac/frame_000005.jpg,0.08339287340641022,0,Celeb-real__id27_0004__62c43eac
Celeb-synthesis__FaceReenact__LivePortrait__id10_id13_0008__6efc05f1/frame_000008.jpg,0.20817579329013824,1,Celeb-synthesis__FaceReenact__LivePortrait__id10_id13_0008__6efc05f1
YouTube-real__00028__a0c7c79c/frame_000023.jpg,0.29928648471832275,0,YouTube-real__00028__a0c7c79c
Celeb-real__id10_0006__556711a5/frame_000013.jpg,0.24286867678165436,0,Celeb-real__id10_0006__556711a5
Celeb-real__id27_0004__62c43eac/frame_000024.jpg,0.19292819499969482,0,Celeb-real__id27_0004__62c43eac
Celeb-synthesis__TalkingFace__Real3DPortrait__id7_0000_test_id04119_CACsuwm13iI__94d25b36/frame_000023.jpg,0.9901694655418396,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id7_0000_test_id04119_CACsuwm13iI__94d25b36
YouTube-real__00242__81fa9322/frame_000021.jpg,0.13168610632419586,0,YouTube-real__00242__81fa9322
Celeb-real__id37_0003__a8a97d1d/frame_000000.jpg,0.20969560742378235,0,Celeb-real__id37_0003__a8a97d1d
Celeb-synthesis__FaceReenact__FSRT__id25_id26_0004__12d93b6b/frame_000014.jpg,0.8915738463401794,1,Celeb-synthesis__FaceReenact__FSRT__id25_id26_0004__12d93b6b
YouTube-real__00144__b7e7cfed/frame_000025.jpg,0.47786247730255127,0,YouTube-real__00144__b7e7cfed
Celeb-real__id0_0002__9e73ac85/frame_000011.jpg,0.12502017617225647,0,Celeb-real__id0_0002__9e73ac85
Celeb-synthesis__TalkingFace__SadTalker__id60_0003_test_id07868_G6yM82HVOKI__38ad5563/frame_000009.jpg,0.3544470965862274,1,Celeb-synthesis__TalkingFace__SadTalker__id60_0003_test_id07868_G6yM82HVOKI__38ad5563
Celeb-synthesis__FaceReenact__MCNET__id54_id52_0003__6e6f12a1/frame_000028.jpg,0.5246075391769409,1,Celeb-synthesis__FaceReenact__MCNET__id54_id52_0003__6e6f12a1
Celeb-real__id35_0004__7feab975/frame_000018.jpg,0.3095583915710449,0,Celeb-real__id35_0004__7feab975
Celeb-synthesis__FaceReenact__FSRT__id37_id34_0003__b354740c/frame_000016.jpg,0.13378039002418518,1,Celeb-synthesis__FaceReenact__FSRT__id37_id34_0003__b354740c
Celeb-synthesis__FaceSwap__SimSwap__id60_id59_0001__07021aa9/frame_000026.jpg,0.040938474237918854,1,Celeb-synthesis__FaceSwap__SimSwap__id60_id59_0001__07021aa9
YouTube-real__00213__b52f3036/frame_000010.jpg,0.2699117064476013,0,YouTube-real__00213__b52f3036
YouTube-real__00083__a4b1f59c/frame_000026.jpg,0.4817076325416565,0,YouTube-real__00083__a4b1f59c
Celeb-real__id31_0005__70909ac5/frame_000002.jpg,0.3015635311603546,0,Celeb-real__id31_0005__70909ac5
Celeb-real__id32_0000__db87de7a/frame_000017.jpg,0.2420095056295395,0,Celeb-real__id32_0000__db87de7a
Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a/frame_000005.jpg,0.4801735281944275,1,Celeb-synthesis__FaceReenact__LIA__id24_id19_0003__a6b7f02a
YouTube-real__00100__28471f0d/frame_000008.jpg,0.41541388630867004,0,YouTube-real__00100__28471f0d
Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70/frame_000015.jpg,0.33022740483283997,1,Celeb-synthesis__FaceSwap__MobileFaceSwap__id1_id4_0007__3ef84e70
YouTube-real__00294__a3f90dd1/frame_000021.jpg,0.45079442858695984,0,YouTube-real__00294__a3f90dd1
YouTube-real__00133__a93670e2/frame_000031.jpg,0.3203985393047333,0,YouTube-real__00133__a93670e2
Celeb-synthesis__TalkingFace__Real3DPortrait__id9_0004_test_id05055_1lsf8QC-Lck__d7e043f8/frame_000017.jpg,0.9231528639793396,1,Celeb-synthesis__TalkingFace__Real3DPortrait__id9_0004_test_id05055_1lsf8QC-Lck__d7e043f8
Celeb-synthesis__TalkingFace__FLOAT__id3_0002_test_id08552_7kf2EfS9G6Q__37c40363/frame_000009.jpg,0.030499299988150597,1,Celeb-synthesis__TalkingFace__FLOAT__id3_0002_test_id08552_7kf2EfS9G6Q__37c40363
Celeb-synthesis__TalkingFace__SadTalker__id39_0006_test_id08696_nWfOgj03gag__75653d8f/frame_000026.jpg,0.4141823351383209,1,Celeb-synthesis__TalkingFace__SadTalker__id39_0006_test_id08696_nWfOgj03gag__75653d8f
Celeb-real__id41_0006__b2c84306/frame_000009.jpg,0.14752648770809174,0,Celeb-real__id41_0006__b2c84306
Celeb-synthesis__FaceReenact__DaGAN__id35_id2_0002__954f1b34/frame_000029.jpg,0.34044530987739563,1,Celeb-synthesis__FaceReenact__DaGAN__id35_id2_0002__954f1b34
Celeb-real__id22_0000__8dfd7fca/frame_000028.jpg,0.17681309580802917,0,Celeb-real__id22_0000__8dfd7fca
Celeb-real__id46_0008__e5716b99/frame_000005.jpg,0.10710012167692184,0,Celeb-real__id46_0008__e5716b99
Celeb-synthesis__TalkingFace__IP_LAP__id45_0003_test_id07621_1L2IUy6gqaM__0718062b/frame_000012.jpg,0.9836058616638184,1,Celeb-synthesis__TalkingFace__IP_LAP__id45_0003_test_id07621_1L2IUy6gqaM__0718062b
Celeb-real__id44_0005__9170560b/frame_000026.jpg,0.4118904173374176,0,Celeb-real__id44_0005__9170560b
Celeb-real__id43_0006__33432f36/frame_000001.jpg,0.21800613403320312,0,Celeb-real__id43_0006__33432f36
Celeb-real__id37_0008__7244b78f/frame_000006.jpg,0.43053683638572693,0,Celeb-real__id37_0008__7244b78f
Celeb-real__id8_0007__b443b21d/frame_000025.jpg,0.4387107193470001,0,Celeb-real__id8_0007__b443b21d
Celeb-synthesis__TalkingFace__FLOAT__id29_0002_test_id07494_uFTbGfh8n3c__17ccb53c/frame_000024.jpg,0.1590140461921692,1,Celeb-synthesis__TalkingFace__FLOAT__id29_0002_test_id07494_uFTbGfh8n3c__17ccb53c
Celeb-synthesis__FaceSwap__BlendFace__id21_id33_0007__531793ba/frame_000000.jpg,0.4199465811252594,1,Celeb-synthesis__FaceSwap__BlendFace__id21_id33_0007__531793ba
